X,240.7
Y,142.7
Z,1530
x,0.1258
y,0.0747
u,240.7
v,142.6
380,4.249e-26
382,4.14e-26
384,3.977e-26
386,3.875e-26
388,3.742e-26
390,3.649e-26
392,3.505e-26
394,3.395e-26
396,3.274e-26
398,3.153e-26
400,3.018e-26
402,2.912e-26
404,2.807e-26
406,2.681e-26
408,2.579e-26
410,2.469e-26
412,2.353e-26
414,2.262e-26
416,2.186e-26
418,2.113e-26
420,1.162e-05
422,4.699e-05
424,9.803e-05
426,0.0001753
428,0.0002857
430,0.0004367
432,0.0006557
434,0.0009601
436,0.001377
438,0.001941
440,0.002688
442,0.003791
444,0.005151
446,0.006905
448,0.009137
450,0.01207
452,0.01588
454,0.02086
456,0.02782
458,0.03588
460,0.0447
462,0.05346
464,0.06123
466,0.06687
468,0.06946
470,0.06799
472,0.0628
474,0.05531
476,0.04694
478,0.03949
480,0.03334
482,0.02824
484,0.02382
486,0.02022
488,0.01695
490,0.01401
492,0.01148
494,0.00937
496,0.007536
498,0.006239
500,0.005234
502,0.004409
504,0.003711
506,0.003121
508,0.002567
510,0.002117
512,0.001762
514,0.001493
516,0.00127
518,0.001103
520,0.0009401
522,0.0008151
524,0.0007131
526,0.0006218
528,0.0005433
530,0.0004724
532,0.0003884
534,0.0003267
536,0.0002689
538,0.000222
540,0.0001823
542,0.000151
544,0.0001013
546,8.097e-05
548,5.111e-05
550,2.514e-05
552,6.161e-06
554,1.167e-07
556,1.37e-26
558,1.379e-26
560,1.39e-26
562,1.401e-26
564,1.415e-26
566,1.43e-26
568,1.445e-26
570,1.462e-26
572,1.48e-26
574,1.499e-26
576,1.519e-26
578,1.541e-26
580,1.563e-26
582,1.586e-26
584,1.61e-26
586,1.634e-26
588,1.657e-26
590,1.681e-26
592,1.705e-26
594,1.727e-26
596,1.75e-26
598,1.771e-26
600,1.791e-26
602,1.808e-26
604,1.824e-26
606,1.838e-26
608,1.851e-26
610,1.866e-26
612,1.883e-26
614,1.903e-26
616,1.928e-26
618,1.957e-26
620,1.994e-26
622,2.035e-26
624,2.081e-26
626,2.133e-26
628,2.189e-26
630,2.249e-26
632,2.309e-26
634,2.369e-26
636,2.428e-26
638,2.49e-26
640,2.55e-26
642,2.609e-26
644,2.668e-26
646,2.725e-26
648,2.787e-26
650,2.843e-26
652,2.899e-26
654,2.956e-26
656,3.013e-26
658,3.073e-26
660,3.128e-26
662,3.185e-26
664,3.241e-26
666,3.301e-26
668,3.362e-26
670,3.423e-26
672,3.483e-26
674,3.544e-26
676,3.612e-26
678,3.677e-26
680,3.747e-26
682,3.818e-26
684,3.899e-26
686,3.978e-26
688,4.06e-26
690,4.145e-26
692,4.239e-26
694,4.338e-26
696,4.431e-26
698,4.528e-26
700,4.632e-26
702,4.747e-26
704,4.851e-26
706,4.964e-26
708,5.082e-26
710,5.217e-26
712,5.352e-26
714,5.493e-26
716,5.637e-26
718,5.812e-26
720,5.976e-26
722,6.153e-26
724,6.335e-26
726,6.549e-26
728,6.751e-26
730,6.956e-26
732,7.174e-26
734,7.432e-26
736,7.68e-26
738,7.948e-26
740,8.224e-26
742,8.557e-26
744,8.878e-26
746,9.214e-26
748,9.573e-26
750,1.002e-25
752,1.045e-25
754,1.092e-25
756,1.144e-25
758,1.206e-25
760,1.264e-25
762,1.327e-25
764,1.399e-25
766,1.479e-25
768,1.559e-25
770,1.645e-25
772,1.745e-25
774,1.853e-25
776,1.962e-25
778,2.08e-25
780,2.229e-25
